data,Battery,Camera,Performance,Display,Design,Software,Packaging,Price,Warranty,Shop_Service,Shipping,General,Others,Audio,id,num_annotators,manager_reviewed_labels
màu máy: màu đen sản phẩm: samsung a70 6/128gb cửa hàng ơi mình đã nhận được hàng rồi máy tốt chuẩn luôn nhé cửa hàng tư vấn nhiệt tình đúng mẫu máy mình cần đúng chính hãng luôn nha cửa hàng đóng gói cẩn thận giao hàng cũng rất là nhanh mình test một thời gian thì máy rất là tốt nói chung là tốt tất cả cửa hàng uy tín lần sau mình sẽ giới thiệu mọi người ủng hộ thêm cho cửa hàng nha tặng cửa hàng 5 sao nè,,,,,,,Positive,,,Positive,Positive,,,,219600533,3,
"nhóm màu: đen dung lượng lưu trữ: 16gb chất lượng:màn hình rõ ràng và sống động, chất liệu:chất lượng camera tốt cho những bức ảnh tuyệt đẹp,",,Positive,,Positive,,,,,,,,,,,219600534,3,
"lỗi từ nhà sản xuất đúng không. máy bị hở sáng màn hình, cửa hàng bắt mình tự đi bảo hành, từ chối đổi trả.",,,,Negative,,,,,Negative,Negative,,,,,219600535,3,
"pin đã hơi phồng,sử dụng khá tụt pin nhanh,tầm 1-2h là hết.camera sau thì ổn nhưng hơi tối,camera trước hơi sương mù trông hơi giống mốc =))).màn hình giống màn lô nên cảm ứng rít, khá chậm và đôi lúc không nhận cảm ứng.màn cũng ám một vài điểm. chơi game thì được mỗi tôi cảm ứng ngu nên không nên chs trên máy này.nói chung là tạm ổn.lướt web nhắn tin nghe gọi ổn áp hết sử dụng làm máy phụ tốt",Negative,Negative,,Negative,,,,,,,,,,Positive,219600536,3,
sản phẩm giống như quảng cáo giao hàng nhanh tiếp tục ủng hộ cửa hàng,,,,,,,,,,,Positive,,,,219600537,3,
"hàng tốt đủ phụ kiện theo máy. nên mua nhé mọi người. máy thực sự chất lượng rất tốt. mở hộp ra là biết rồi. cửa hàng đóng gói rất cẩn thận, bóc bao nhiêu lớp chống sốc mới thầy máy. mà máy thì còn rất mới. cảm ơn cửa hàng nhiều. mua qua mang nên đôi khi hơi lo lắng. nhưng may mắn mua đúng của cửa hàng!",,,,,,,Positive,,,,,,,,219600538,3,
không thích hợp với tai nghe có dây,,,,,,,,,,,,Negative,,Negative,219600539,3,
máy nhìn bề ngoài ổn . cửa hàng đưa hai cục pin cũng như không . 1 cục sạc không vô pin. còn 1 cục sạc rất lâu mới đầy pin nhưng rất mau hết pin. quá thất vọng,Negative,,,,Positive,,,,,,,,,,219600540,3,
"nhóm màu: xanh tuổi thọ pin lâu dài, chất lượng máy ảnh tuyệt vời để chụp lại khoảnh khắc, thiết kế mượt mà và phong cách, khe cắm sim kép tiện lợi,",Positive,Positive,,,Positive,,,,,,,,,,219600541,3,
về cơ bản các chức năng bình thường. pin yếu sử dụng youtube được hai tiếng đồng hồ là hết pin.  chắc là do máy cũ thì pin cũng yếu. tốc độ tải chậm. nhược điểm của dòng điện thoại này là máy rất nóng. khi nóng lại không sử dụng camera được,Negative,Negative,Negative,,,,,,,,,,,,219600542,3,
"vỏ bị nứt không giống hình camera mờ, pin tụt nhanh. mua về sử dụng được 2 ngày đã thấy vỏ bị nứt, pin tụt nhanh kinh khủng, sạc cả đêm chỉ sử dụng được vài tiếng. gọi cho bên bán hàng thì thái độ rất tệ.",Negative,Negative,,,Negative,,,,,Negative,,,,,219600543,3,
nói nguyên seal mà mở hộp thấy vết xước 😑,,,,,Negative,,,,,,,,,,219600544,3,
dung lượng lưu trữ: 12+256 cửa hàng rất uy tín nhé,,,,,,,,,,,,Positive,,,219600545,3,
"đóng gói hộp lỏng lẻo, pin rò khi phát nhạc. camera chính cháy sáng, hiệu năng không ổn định.",Negative,Negative,Negative,,,,Negative,,,,,,,,219600546,3,
"không hài lòng với samsung nhé. deal mua ốp 0đ không hề hiện trong quá trình đặt mua và thanh toán để bỏ vào giỏ. nhân viên cãi là khách khác có mua được, thực tế thì ai biết. mình mua shopee quá lâu và hạng kim cương rồi nên mấy cái đấy mình biết chứ không phải không.",,,,,,,,,,Negative,,,,,219600547,3,
chất lượng sản phẩm: cảm ứng không nhạy đúng với mô tả: trải nghiệm thao tác kém tính năng nổi bật: màn hình cảm ứng độ trễ cao review: vuốt chậm và hay bị miss thao tác,,,,Negative,,,,,,,,,,,219600548,3,
"cam xấu tạm màn hình nhợt nhạt. camera chụp ảnh màu bệt, màn hình hiển thị cũng không được tươi tắn.",,Negative,,Negative,,,,,,,,,,,219600549,3,
mua lần thứ 2 rồi nha. máy sử dụng êm tốt. pin trâu. con mình chơi game mượt dã man. rẻ hơn mua tại cửa hàng. cửa hàng bán sang tay mà mắc hơn 500k lận.,Positive,,Positive,,,,,Neutral,,,,,,,219600550,3,
"chất lượng sản phẩm: màn hình có vệt sáng. đúng với mô tả: chất lượng kém. tính năng nổi bật: chăm sóc khách hàng thiếu chuyên nghiệp. review: màn hình bị lỗi backlight, nhân viên tư vấn sai, bảo hành mất 3 tuần",,,,Negative,,,,,Negative,Negative,,,,,219600551,3,
"chất lượng sản phẩm: khe sim không khít, sim tụt. đúng với mô tả: lắp ráp không kỹ. tính năng nổi bật: kết nối mạng hay mất. review: sim rơi khi lắc máy, 4g rớt liên tục, phải tháo gắn lại, ship tới muộn",,,,,Negative,,,,,,Negative,,,,219600552,3,
đúng với mô tả: đúng chất lượng sản phẩm: tốt tính năng nổi bật: pin trâu săn với giá tốt nên khá hài lòng về sản phẩm. nhưng thời gian giao hàng hơi tệ phải tự ra cửa hàng nhận sản phẩm.,Positive,,,,,,,Positive,,,Negative,,,,219600553,3,
mới nhận được hàng đong goi can thận giao hàng nhanh chóng hàng tốt,,,,,,,Positive,,,,Positive,,,,219600554,3,
"nhóm màu: xanh hiệu suất nhanh chóng và hiệu quả, màn hình sống động với độ phân giải full hd+, bảo hành 12 tháng đáng tin cậy,",,,,Positive,,,,,Positive,,,,,,219600555,3,
"màn hình lớn, phù hợp với đa phương tiện., camera kép chụp ảnh tuyệt đẹp., camera kép chụp ảnh tuyệt đẹp., màn hình lớn, phù hợp với đa phương tiện., độ phân giải hd cho hình ảnh sắc nét., hiệu năng nhanh và mượt mà., thiết kế mỏng nhẹ, rất đẹp!, giá trị tuyệt vời cho giá tiền., kết nối 4g nhanh chóng, tuyệt vời cho việc duyệt web., kết nối 4g nhanh chóng, tuyệt vời cho việc duyệt web., giá trị tuyệt vời cho giá tiền., kết nối 4g nhanh chóng, tuyệt vời cho việc duyệt web., thiết kế bền chắc, sử dụng lâu dài.,",,Positive,Positive,Positive,Positive,,,Positive,,,,,,,219600556,3,
tính năng nổi bật: đẹp chất lượng sản phẩm: tốt đúng với mô tả: đúng tốt,,,,,,,,,,,,Positive,,,219600557,3,
"nhóm màu: đen thiết kế mượt mà và phong cách, khe cắm sim kép tiện lợi, hiệu suất nhanh chóng và hiệu quả, thiết kế mượt mà và phong cách,",,,Positive,,Positive,,,,,,,,,,219600558,3,
sản phẩm: sản phẩm không như mô tả mua hai cây cửa hàng giao có một cây nhờ người nhận hộ nên không kiểm tra hàng kỹ chán sui sẻ.o khi gặp phải quán làm ăn không có trách nhiệm mọi người nên cân nhắc khi mua,,,,,,,,,,,,,Neutral,,219600559,3,
"nhóm màu: đen trải nghiệm người sử dụng mượt mà và liền mạch, bảo hành 12 tháng đáng tin cậy, tuổi thọ pin lâu dài,",Positive,,Positive,,,,,,Positive,,,,,,219600560,3,
"chất lượng sản phẩm: sạc không dây nóng máy. đúng với mô tả: tính năng không ổn. tính năng nổi bật: nhiệt độ cao khi sạc. review: sạc không dây máy nóng, sạc chậm, hộp bị rách",,,,,,,Negative,,,,,,,,219600561,3,
"mua hàng của cửa hàng này không được chính sách 1 đổi 1 nhé mọi ng. máy mình mua sử dụng chưa được 1 tháng thì phát hiện ra có lỗi vạch trắng trên giao diện thay hình nền, ảnh và các giao diện khác không bị. bảo hành của cửa hàng này chỉ có 4 cửa hàng ở ng khang, thái hà, xã đàn, giải phóng. mình chọn đến sdcare là shopdunk để bảo hành thì họ bảo phải gửi vào trung tâm bảo hành ở hcm mất 20-25 ngày để kiểm tra và fix lỗi. nchung là có bảo hành như không, cá nhân mình cảm nhận vậy. tiền bỏ ra thì 1 đống, nhưng chính sách bảo vệ quyền lợi không tương xứng với số tiền khi chẳng may có sự cố thì thật là qá chán, không được điểm gì.",,,,Negative,,,,Negative,Negative,Negative,,,,,219600562,3,
"nhóm màu: xanh màn hình sắc nét với độ phân giải full hd+, màn hình sắc nét với độ phân giải full hd+,",,,,Positive,,,,,,,,,,,219600563,3,
"phân loại sản phẩm: điện thoại y20 màu sắc sống động và rực rỡ, thiết kế sang trọng, hiệu năng mượt mà, giao diện dễ sử dụng, thời lượng pin lâu dài, chất lượng camera ấn tượng, giá trị tuyệt vời cho số tiền, không gian lưu trữ rộng rãi. android dễ sử dụng, chỉ cần nhập gmail vào là sử dụng các app rất ổn. bình chọn cho cửa hàng 5 sao",Positive,Positive,Positive,,Positive,Positive,,Positive,,,,,,,219600564,3,
"nhóm màu: đen thời lượng pin lâu dài, dung lượng lưu trữ rộng rãi 128gb, trải nghiệm người sử dụng mượt mà và liền mạch,",Positive,,Positive,,,,,,,,,,,,219600565,3,
hàng lỗi,,,,,,,,,,,,Negative,,,219600566,3,
"nhóm màu: xanh hiệu suất nhanh chóng và hiệu quả, màn hình sống động với độ phân giải full hd+, chất lượng máy ảnh tuyệt vời để chụp lại khoảnh khắc,",,Positive,Positive,Positive,,,,,,,,,,,219600567,3,
"nhóm màu: blue dung lượng lưu trữ: 128gb hiệu suất mượt mà, thiết kế đẹp mắt, sang trọng và thanh lịch,",,,Positive,,Positive,,,,,,,,,,219600568,3,
variation3: mỹ 2 sim 99% 128gb nắp lưng đằng sau có rất nhiều vết xước và nổ sơn lấm tấm. màn hình trước có 1 vết xước.,,,,Negative,Negative,,,,,,,,,,219600569,3,
phân loại sản phẩm: 1 sim 6/128gb dung lượng lưu trữ: 128gb dung du. test tốt. man bao ve mat không sang nhu dog s8,,,,Negative,,,,,,,,,,,219600570,3,
"nhóm màu: natural dung lượng lưu trữ: 256gb hiệu suất máy ảnh ấn tượng,",,Positive,,,,,,,,,,,,,219600571,3,
lần đầu mua và sử dụng gaming phone nên cảm thấy rất thú vị và chơi rất mượt phù hợp với giá,,,Positive,,,,,Positive,,,,,,,219600572,3,
"nhóm màu: đen hiệu suất nhanh chóng và hiệu quả, chất lượng máy ảnh tuyệt vời để chụp lại khoảnh khắc, chất lượng máy ảnh tuyệt vời để chụp lại khoảnh khắc,",,Positive,Positive,,,,,,,,,,,,219600573,3,
giao hàng nhanh. gói hàng rất rất rất là kỹ luôn. hàng tốt sử dụng êm. dùn thời gian mới biết tốt không. nên mua nha mọi người,,,,,,,Positive,,,,Positive,,,,219600574,3,
màn hình đã được thay thế loại đểu nên hiển thị màu đen không sâu màu đen chuyển sang màu xanh và bị mờ,,,,Negative,,,,,,,,,,,219600575,3,
tính năng nổi bật: máy mới đúng với mô tả: đúng mô tả chất lượng sản phẩm: chất lượng tốt giá thành phù họp. chất lượng tốt. đã sử dụng được 1 tuần rồi. thấy ổn định.,,,,,,,,,,,,Positive,,,219603785,3,
chất lượng sản phẩm: selfie camera chất kém. đúng với mô tả: khác đẹp selfie. tính năng nổi bật: hết mau pin. review: nét thiếu giả mịn. tụt chụp pin. trả lời chăm sóc khách hàng loa qua,Negative,Negative,,,,,,,,Negative,,,,,219603786,3,
"nhóm màu: đen 🔋thời lượng pin:lâu 📸chất lượng camera:chất lượng máy ảnh tuyệt vời để chụp lại khoảnh khắc, ⚡hiệu suất:bộ xử lý helio g85 mạnh mẽ,",Positive,Positive,Positive,,,,,,,,,,,,219603787,3,
"máy sử dụng tốt tất cả chức năng, rất hài lòng. máy rẻ mà rất tốt. cửa hàng bán hàng rất có tâm !",,,,,,,,,,,,Positive,,,219603788,3,
"nhóm màu: desert dung lượng lưu trữ: 256gb dịch vụ khách hàng xuất sắc, xây dựng chất lượng cao, thiết kế mượt mà và phong cách,",,,,,Positive,,,,,Positive,,,,,219603789,3,
"chất lượng sản phẩm: hiệu năng đa nhiệm yếu. đúng với mô tả: chip không đạt chuẩn. tính năng nổi bật: cam selfie ám xanh. review: mở nhiều app giật, ảnh xanh bất thường, pin 4h đã hết, đóng gói cẩu thả",Negative,Negative,Negative,,,,Negative,,,,,,,,219603790,3,
"nhóm màu: black dung lượng lưu trữ: 128gb hàng nguyên seal đúng quãng cáo, giao nhanh đóng gói cẩn thận",,,,,,,Positive,,,,Positive,,,,219603791,3,
màu sắc: đen phân loại: fullbox mới +sạc 18w tốt,,,,,,,,,,,,Positive,,,219603792,3,
chất lượng sản phẩm cập nhật phần mềm chậm nhiều lỗi. đúng với mô tả bản demo khác bản bán. tính năng nổi bật tính ổn định phần mềm tệ. review sau vài cập nhật máy vẫn còn lỗi app hay lag. pin vẫn ổn nhưng hiệu năng nhiều khi treo. đóng gói tốt nhưng vận chuyển lâu. chăm sóc khách hàng mất thời gian không chịu trách nhiệm rõ ràng,Positive,,Negative,,,Negative,Positive,,,Negative,Negative,,,,219603793,3,
"điện thoại đẹp, nhanh và nhạy lắm, hàng của fpt nên yên tâm rồi, đặt sáng là chiều nhân viên đem tới",,,Positive,,Positive,,,,,,Positive,,,,219603794,3,
"nhóm màu: màu đen nhám chất lượng:tốt tính năng:tốt đặt màu đen nhưng giao màu bạc... nhưng màu bạc tuyệt đẹp. đúng hình thức 99% máy mỹ (sản xuất ở Việt Nam nha). sử dụng được 2 sim. còn áp suất chống nước. đã test 2 ngày, mượt, ổn. máy snapdragon 888 nên mau nóng cũng mau hạ nhiệt khi ngưng sử dụng. pin thì bình thường, tụt hơi nhanh chút.",Neutral,,Positive,,,,,,,,,,,,219603795,3,
"oke nhe. pin không trâu lắm. hàng mới, đẹp. phù hợp cho a chị nào làm cty bảo mật",Neutral,,,,Positive,,,,,,,,,,219603796,3,
"chất lượng sản phẩm: tốt giao hàng nhanh , sản phẩm giống như mô tả , giá cả hợp lý , đáng mua .",,,,,,,,Positive,,,Positive,,,,219603797,3,
"chất lượng sản phẩm: cửa hàng giao sai phiên bản bộ nhớ, đóng gói tạm bợ. đúng với mô tả: giao sai hàng, đặt bản 256gb giao bản 128gb. tính năng nổi bật: không. review: cửa hàng làm ăn không uy tín, giao sai dung lượng. hộp thì chỉ quấn băng keo, trông rất thiếu chuyên nghiệp, quá trình đổi trả rất mệt mỏi",,,,,,,Negative,,,Negative,Negative,,,,219603798,3,
"do lười up ảnh và video sản phẩm điện thoại sử dụng ổn, sử dụng lâu hơi lag xíu, tắt máy mở lại lướt tốt, không chơi game nặng như pubg được lag kinh, nghe gọi làm máy phụ tốt",,,Negative,,,,,,,,,,,Positive,219603799,3,
chất lượng sản phẩm: pin kém nóng ran. đúng với mô tả: không bền như cam kết. tính năng nổi bật: camera màu sai. review: pin hết nhanh lướt web. ảnh giả tạo. chăm sóc khách hàng không hỗ trợ tốt,Negative,Negative,,,,,,,,Negative,,,,,219603800,3,
chất lượng sản phẩm: camera selfie bị noise nhiều đúng với mô tả: ảnh selfie chất lượng kém tính năng nổi bật: nhiễu hạt trong điều kiện thiếu sáng review: selfie bị nhiễu không thể chấp nhận được,,Negative,,,,,,,,,,,,,219603801,3,
khả năng lưu trữ: 32gb nhóm màu: nhiều màu máy tốt đẹp,,,,,,,,,,,,Positive,,,219603802,3,
"hàng giá trị cao mà nhân viên giao hàng đến giao hàng không xác nhận có đúng là chính chủ đặt hay không, rất đáng lo ngại khi quy trình giao nhận hàng hóa giá trị cao lại thiếu sót khâu xác minh danh tính người nhận như vậy, không yêu cầu kí tên hoặc cung cấp cccd, đơn hàng đã thanh toán nếu chẳng may giao nhầm người nhận thì phải làm thế nào, cho dù giao đúng số nhà vẫn có thể giao nhầm cho người khác, việc giao nhầm không chỉ gây phiền toái trong việc xác minh, mà còn có nguy cơ dẫn đến những tranh chấp pháp lý không đáng có, kiện tụng. tiền đã thanh toán nếu có lấy lại được cũng rất mất công, ai sẽ chịu trách nhiệm cho việc này? để đảm bảo an tâm cho khách hàng, đặc biệt với những đơn hàng có giá trị, cửa hàng cần khẩn trương làm việc lại với đơn vị vận chuyển. việc này không chỉ củng cố niềm tin của khách hàng hiện tại mà còn là yếu tố quan trọng để những khách hàng tiềm năng như tôi có thể yên tâm tiếp tục ủng hộ cửa hàng trong tương lai. hy vọng cửa hàng sẽ sớm có những cải thiện tích cực trong quy trình giao nhận.",,,,,,,,,,,Negative,,,,219603803,3,
"nhóm màu: desert dung lượng lưu trữ: 512gb xây dựng chất lượng cao, hiệu suất máy ảnh ấn tượng, thiết kế mượt mà và phong cách,",,Positive,,,Positive,,,,,,,,,,219603804,3,
"chất lượng sản phẩm: ổn đúng với mô tả: đúng tính năng nổi bật: có vân tay trong màn hình điện thoại ổn trong tầm giá, chụp bầu trời lúc trời xanh mây trắng đẹp. sử dụng được mấy hôm thấy khá mượt. pin hơi yếu dù có viên pin 5500mah. với nhu cầu cơ bản chỉ nghe gọi, lướt mạng xã hội thì điện thoại này sử dụng tốt. không biết chơi game nên không thử được hiệu năng lúc chơi game. rất đề cử cho ai kinh tế eo hẹp.",Negative,,Positive,,,,,Positive,,,,,,,219603805,3,
pin tuột nhanh,Negative,,,,,,,,,,,,,,219603806,3,
"nhóm màu sắc: màu ngẫu nhiên sản phẩm: cáp sạc quá ngon,máy không quá mắc tiền nhưng chất lượng nhận được thì qua tuyệt, ngoại hình cũng đẹp, giao hàng lại nhiệt tình nên mình rất hài lòng",,,,,Positive,,,,,,Positive,,,,219603807,3,
đúng với mô tả: đúng mô tả chất lượng sản phẩm: tốt tính năng nổi bật: màu xám ngoại hình đẹp 99%.giao hàng nhanh. máy nhỏ gọn 2 sim. pin kg sạc vào còn 7% sập nguồn,Negative,,,,,,,,,,,,,,219603808,3,
"tổng thể đẹp, cầm cũng thấy nặng tay, chức năng chụp hình không được đẹp lắm, xem video cũng không quá rõ nét, bù lại cấu hình tốt, chơi game mượt, cái mua dùm nhỏ em nó chỉ có nhu cầu chơi game",,Neutral,Positive,Neutral,,,,,,,,,,,219603809,3,
"đỉnh nha săn sale giá rẻ lại được gift là tai nghe bluetooth. không có gì để chê ạ. đóng gói kĩ, cẩn thận đầy đủ niêm phong.",,,,,,,Positive,Positive,,,,,,,219603810,3,
nhóm màu: đen chất lượng sản phẩm tuyệt vời chất lượng sản phẩm tuyệt vời chất lượng sản phẩm tuyệt vời,,,,,,,,,,,,Positive,,,219603811,3,
"color: đen-2xl vẻ ngoài đơn giản và đẹp trai,",,,,,,,,,,,,,Neutral,,219603812,3,
"tình trạng: 86% máy zin màu sắc: vàng điện thoại có hiện tượng bị ngấm nước, và giật màn hình, không chấp nhận sản phẩm này",,,,Negative,,,,,,,,,,,219603813,3,
"nhóm màu: màu xanh da trời máy đầy đủ phụ kiện nhà ,bin trâu sài thích lắm",Positive,,,,,,,,,,,,,,219603814,3,
cửa hàng lở không xuất hoá đơn cho khách. mất thời giục 2 tuần liền .,,,,,,,,,,Negative,,,,,219603815,3,
"màu sắc: desert dung lượng lưu trữ: 256gb dịch vụ khách hàng xuất sắc, màn hình lớn với hiển thị sống động, nhiều tùy chọn màu sắc,",,,,Positive,,,,,,Positive,,,,,219603816,3,
"chất lượng sản phẩm: hiệu năng giảm khi bật nhiều widget/ứng dụng nền. đúng với mô tả: ram thực tế không như pr. tính năng nổi bật: multitasking thất vọng. review: đổi app là reload, máy lag, pin tụt, ship trễ",Negative,,Negative,,,Negative,,,,,Negative,,,,219603817,3,
khả năng lưu trữ: 32gb nhóm màu: nhiều màu mình rất thích điện thoại này nó rất đẹp và sài rất bờn và thoải mái,,,,,Positive,,,,,,,,,,219603818,3,
"nhóm màu: xanh dung lượng lưu trữ rộng rãi 128gb, trải nghiệm người sử dụng mượt mà và liền mạch,",,,Positive,,,,,,,,,,,,219603819,3,
điện thoại lắp sms nhưng không gọi được không có lần sau mua của hãng này nữa hãy tránh xa ra,,,,,,,,,,,,Negative,,,219603820,3,
"không nhận sim đôi như mô tả, chỉ 1 khe hoạt động. khác với mô tả hỗ trợ 2 sim. tính năng e-sim không kích hoạt. hiệu năng bình thường nhưng pin và ship đều kém",Negative,,Neutral,,Negative,,,,,,Negative,,,,219603821,3,
"chất lượng sản phẩm: nút bấm vật lý bị lún và mất độ nảy. đúng với mô tả: không. tính năng nổi bật: không. review: nút tăng giảm âm lượng giờ bấm rất sượng, không còn kêu tách tách như lúc mới mua, cảm giác như sắp hỏng, chất lượng phần cứng quá tệ",,,,,Negative,,,,,,,,,,219603822,3,
chất lượng sản phẩm: màn hình bị lỗi hiển thị không đồng đều màu khi cuộn nhanh. đúng với mô tả: cuộn mượt mà. tính năng nổi bật: cuộn nhanh bị thấy vệt màu. review: cuộn nhanh trang web bị thấy vệt màu. pin kém hiệu năng tệ. chăm sóc khách hàng không hỗ trợ,Negative,,,Negative,,,,,,Negative,,,,,219603823,3,
chất lượng sản phẩm: tốt tính năng nổi bật: đúng đúng với mô tả: đúng sản phẩm rất ngon với tầm giá này rất hài lòng. cửa hàng bán hàng rất chất lượng và đúng như những gì mô tả ❤,,,,,,,,Positive,,,,,,,219603824,3,
chất lượng sản phẩm: camera sau bị lỗi mất chi tiết ở vùng sáng. đúng với mô tả: giữ chi tiết cả vùng sáng. tính năng nổi bật: vùng sáng bị cháy và mất chi tiết. review: chụp ngoài trời vùng sáng không giữ được chi tiết. đóng gói sơ sài thiếu tem niêm phong. ship hàng giao trễ,,Negative,,,,,Negative,,,,Negative,,,,219603825,3,
không mở nguồn điện thoại được lừa à,,,,,,,,,,,,Negative,,,219603826,3,
"chất lượng sản phẩm: mic thu ồn nền nhiều, cuộc gọi không rõ. đúng với mô tả: ghi âm không như quảng cáo. tính năng nổi bật: không có khử ồn tốt. review: gọi video bị rè, phải sử dụng tai nghe, đóng gói mỏng, ship delayed, chăm sóc khách hàng xử lý lâu",,,,,,,Negative,,,,Negative,,,Negative,219603827,3,
variation3: đen-2xl good.,,,,,,,,,,,,,Neutral,,219603828,3,
màu sắc: đen phân loại: nguyên seal +sạc 18w tốt,,,,,,,,,,,,Positive,,,219603829,3,
"như đồ 2nd không giống quảng cáo không có gì nổi bật, toàn lỗi,",,,,,,,,,,,,Negative,,,219603830,3,
đúng hàng nhưng cụt sạc bị lõi không sạc được,,,,,,,,,,,,Negative,,,219603831,3,
tính năng nổi bật: chưa biết chất lượng sản phẩm: đóng gói tốt đúng với mô tả: đúng để sử dụng lâu dài mới biết,,,,,,,,,,,,,,,219603832,3,
đúng với mô tả: đúng mô tả chất lượng sản phẩm: sản phẩm chất lượng tính năng nổi bật: a06 5g cửa hàng gửi hàng nhanh và gói hàng cẩn thận. điện thoại samsung galaxy a06 mượt mà. shipper hỗ trợ tốt,,,,,,,Positive,,,,Positive,,,,219603833,3,
dản phẩm sử dụng ngon trong tầm giá .,,,,,,,,Positive,,,,,,,219603834,3,
"nhóm màu: xanh đóng gói chắc chắn,giao hàng bên lazada hơi lâu,sẽ ủng hộ nhiều nhiều",,,,,,,Positive,,,,Negative,,,,219603835,3,
"sản phẩm chất lượng tốt, giá cả phù hợp, giao hàng bhanh, đóng gói cẩn thận, cửa hàng uy tín, sẽ ủng hộ lần sau",,,,,,,Positive,Positive,,,Positive,,,,219603836,3,
"ờm... này là lần thứ 2 đặt sản phẩm của cửa hàng rồi hàng hóa đóng gói tốt, điện thoại mới nguyên seal",,,,,,,,,,,,,,,219603837,3,
Chất lượng sản phẩm: màu ảnh bị sai lệch. Đúng với mô tả: ko chân thực. Tính năng nổi bật: camera xử lí màu kém. camera tele chụp ko rõ nét. máy nóng khi dùng liên tục. cskh ko hồi đáp email,,Negative,,Negative,,,,,,Negative,,,,,219603838,3,
"nhóm màu: màu xanh lá cây dung lượng lưu trữ: 128gb thiết kế mượt mà, rất ưng!, giao hàng nhanh chóng và an toàn.,",,,,,Positive,,,,,,Positive,,,,219603839,3,
"chất lượng sản phẩm: máy nóng khi lướt web 4g. đúng với mô tả: quảng cáo bảo mát nhưng thực tế nóng ran. tính năng nổi bật: cam selfie ám vàng. review: lướt web 10p nóng tay, selfie ám màu, pin tụt 40% sau 2h, hộp không đệm, giao muộn",Negative,Negative,Negative,,,,Negative,,,,Negative,,,,219603840,3,
"chất lượng sản phẩm: pin báo % nhảy loạn rồi sập nguồn. đúng với mô tả: quản lý pin tệ. tính năng nổi bật: không ổn định. review: 30% bỗng thành 2% rồi tắt, mất công. ship chậm, bảo hành rườm rà",Negative,,,,,,,,Negative,,Negative,,,,219603841,3,
chất lượng sản phẩm: camera trước không có chế độ làm đẹp tự nhiên. đúng với mô tả: làm đẹp ai thông minh. tính năng nổi bật: làm đẹp quá lố không tắt được hết. review: da mặt bị làm mịn giả tạo rất ghét. chăm sóc khách hàng không có thông tin về tính năng camera,,Negative,,,,,,,,Negative,,,,,219603842,3,
hàng đóng gói chất lượng có tem niêm phong giao tầm khoảng một tuần mình mua luôn cả hai cái tím và xanh ￼,,,,,,,Positive,,,,Positive,,,,219603843,3,
"chất lượng sản phẩm: selfie và camera sau đều xử lý màu quá tay. đúng với mô tả: ảnh quảng cáo ảo. tính năng nổi bật: filter nặng. review: ảnh nhìn giả, mất chi tiết, chăm sóc khách hàng không giải quyết",,Negative,,,,,,,,Negative,,,,,219603844,3,
"chất lượng sản phẩm: loa bị rè âm trung. đúng với mô tả: âm thanh tệ. tính năng nổi bật: vỏ kính dễ vỡ. review: nghe nhạc bị đục tiếng, mặt lưng kính nứt, đóng gói không có xốp",,,,,Negative,,Negative,,,,,,,Negative,219603845,3,
"giao hàng hơi lâu, máy lướt hơi chậm không nhạy lắm",,,Negative,,,,,,,,Negative,,,,219603846,3,
"nhóm màu: natural dung lượng lưu trữ: 256gb 📸chất lượng camera:tuổi thọ pin lâu dài, dịch vụ khách hàng xuất sắc, thiết kế mượt mà và phong cách, bộ xử lý mạnh mẽ và nhanh chóng,",Positive,,Positive,,Positive,,,,,Positive,,,,,219603847,3,
"chất lượng sản phẩm: màn hình bóng nhưng độ sáng thấp ngoài trời. đúng với mô tả: hiển thị không như promo. tính năng nổi bật: auto-brightness nhạy kém. review: nhìn ngoài nắng rất mờ, màu nhạt, cuộn web bị ghosting, pin & cam tạm, đóng gói sơ, ship trễ",Neutral,Neutral,,Negative,,,,,,,Negative,,,,219603848,3,
ngon hơn hẳn so sánh thì so sánh làm cái này thì có lẽ là một người mẫu này là của ai cả đâu mà nói,,,,,,,,,,,,,Neutral,,219603849,3,
"mặt kính dễ xước sai cấu hình âm thanh nhỏ,",,,,Negative,,,,,,,,,,Negative,219603850,3,
"chất lượng sản phẩm: khe sim/cổng thẻ lỏng, tiếp xúc kém. đúng với mô tả: lắp sim dễ nhưng không chắc. tính năng nổi bật: sim mất sóng khi di chuyển. review: sim hay rớt tín hiệu, phải tháo lắp lại, mất sóng giữa chừng, bảo hành mất thời gian, chăm sóc khách hàng bắt giấy tờ nhiều",,,,,Negative,,,,Negative,Negative,,,,,219603851,3,
"chất lượng sản phẩm: camera selfie làm mịn quá đà, mất texture. đúng với mô tả: ảnh quảng cáo khác thật. tính năng nổi bật: beauty mode quá tay. review: selfie như filter ảo, màu da lệch, pin & hiệu năng bình thường, hộp không bảo vệ tốt, ship muộn",Neutral,Negative,Neutral,,,,,,,,Negative,,,,219603852,3,
tuyệt vời trong tầm giá cửa hàng giao đầy đủ phụ kiện cho cửa hàng 5s,,,,,,,,,,,,Positive,,,219603853,3,
tính năng nổi bật: tốt chất lượng sản phẩm: tốt có chấm dị vật ở cụm camera,,Negative,,,,,,,,,,,,,219603854,3,
